state,fy_declared,incident_type,occurred
KY,1979,Fire,0
KY,1979,Hurricane,0
KY,1979,Tornado,0
WV,1979,Flood,1
WV,1979,Severe Storm,0
WV,1979,Fire,0
WV,1979,Hurricane,0
WV,1979,Tornado,0
AZ,1979,Flood,1
AZ,1979,Severe Storm,0
AZ,1979,Fire,0
AZ,1979,Hurricane,0
AZ,1979,Tornado,0
NM,1979,Flood,1
NM,1979,Severe Storm,0
NM,1979,Fire,0
NM,1979,Hurricane,0
NM,1979,Tornado,0
HI,1979,Flood,1
HI,1979,Severe Storm,0
HI,1979,Fire,0
HI,1979,Hurricane,0
HI,1979,Tornado,0
MO,1979,Flood,1
MO,1979,Severe Storm,0
MO,1979,Fire,0
MO,1979,Hurricane,0
MO,1979,Tornado,1
WA,1979,Flood,1
WA,1979,Severe Storm,0
WA,1979,Fire,1
WA,1979,Hurricane,0
WA,1979,Tornado,0
GA,1979,Flood,1
GA,1979,Severe Storm,0
GA,1979,Fire,0
GA,1979,Hurricane,0
GA,1979,Tornado,0
NH,1979,Flood,1
NH,1979,Severe Storm,0
NH,1979,Fire,0
NH,1979,Hurricane,0
NH,1979,Tornado,0
AL,1979,Flood,1
AL,1979,Severe Storm,0
AL,1979,Fire,0
AL,1979,Hurricane,1
AL,1979,Tornado,0
FL,1979,Flood,1
FL,1979,Severe Storm,1
FL,1979,Fire,0
FL,1979,Hurricane,1
FL,1979,Tornado,0
IA,1979,Flood,0
IA,1979,Severe Storm,0
IA,1979,Fire,0
IA,1979,Hurricane,0
IA,1979,Tornado,1
TX,1979,Flood,1
TX,1979,Severe Storm,1
TX,1979,Fire,0
TX,1979,Hurricane,0
TX,1979,Tornado,1
AR,1979,Flood,0
AR,1979,Severe Storm,0
AR,1979,Fire,0
AR,1979,Hurricane,0
AR,1979,Tornado,1
OK,1979,Flood,0
OK,1979,Severe Storm,0
OK,1979,Fire,0
OK,1979,Hurricane,0
OK,1979,Tornado,1
MS,1979,Flood,0
MS,1979,Severe Storm,1
MS,1979,Fire,0
MS,1979,Hurricane,1
MS,1979,Tornado,0
ND,1979,Flood,1
ND,1979,Severe Storm,0
ND,1979,Fire,0
ND,1979,Hurricane,0
ND,1979,Tornado,0
IL,1979,Flood,1
IL,1979,Severe Storm,0
IL,1979,Fire,0
IL,1979,Hurricane,0
IL,1979,Tornado,0
MN,1979,Flood,1
MN,1979,Severe Storm,0
MN,1979,Fire,0
MN,1979,Hurricane,0
MN,1979,Tornado,0
TN,1979,Flood,0
TN,1979,Severe Storm,1
TN,1979,Fire,0
TN,1979,Hurricane,0
TN,1979,Tornado,0
NV,1979,Flood,0
NV,1979,Severe Storm,0
NV,1979,Fire,1
NV,1979,Hurricane,0
NV,1979,Tornado,0
KS,1979,Flood,1
KS,1979,Severe Storm,0
KS,1979,Fire,0
KS,1979,Hurricane,0
KS,1979,Tornado,0
WY,1979,Flood,0
WY,1979,Severe Storm,0
WY,1979,Fire,0
WY,1979,Hurricane,0
WY,1979,Tornado,1
VA,1979,Flood,1
VA,1979,Severe Storm,0
VA,1979,Fire,0
VA,1979,Hurricane,0
VA,1979,Tornado,0
OR,1979,Flood,0
OR,1979,Severe Storm,0
OR,1979,Fire,1
OR,1979,Hurricane,0
OR,1979,Tornado,0
IN,1979,Flood,1
IN,1979,Severe Storm,0
IN,1979,Fire,0
IN,1979,Hurricane,0
IN,1979,Tornado,0
MT,1979,Flood,0
MT,1979,Severe Storm,0
MT,1979,Fire,1
MT,1979,Hurricane,0
MT,1979,Tornado,0
ID,1979,Flood,0
ID,1979,Severe Storm,0
ID,1979,Fire,1
ID,1979,Hurricane,0
ID,1979,Tornado,0
MD,1979,Flood,0
MD,1979,Severe Storm,1
MD,1979,Fire,0
MD,1979,Hurricane,0
MD,1979,Tornado,0
NC,1979,Flood,1
NC,1979,Severe Storm,0
NC,1979,Fire,0
NC,1979,Hurricane,0
NC,1979,Tornado,0
CT,1980,Flood,0
CT,1980,Severe Storm,0
CT,1980,Fire,0
CT,1980,Hurricane,0
CT,1980,Tornado,1
WA,1980,Flood,1
WA,1980,Severe Storm,0
WA,1980,Fire,0
WA,1980,Hurricane,0
WA,1980,Tornado,0
HI,1980,Flood,1
HI,1980,Severe Storm,0
HI,1980,Fire,0
HI,1980,Hurricane,0
HI,1980,Tornado,0
AZ,1980,Flood,1
AZ,1980,Severe Storm,0
AZ,1980,Fire,0
AZ,1980,Hurricane,0
AZ,1980,Tornado,0
CA,1980,Flood,1
CA,1980,Severe Storm,0
CA,1980,Fire,0
CA,1980,Hurricane,0
CA,1980,Tornado,0
LA,1980,Flood,1
LA,1980,Severe Storm,0
LA,1980,Fire,0
LA,1980,Hurricane,0
LA,1980,Tornado,0
AR,1980,Flood,0
AR,1980,Severe Storm,0
AR,1980,Fire,0
AR,1980,Hurricane,0
AR,1980,Tornado,1
MS,1980,Flood,0
MS,1980,Severe Storm,1
MS,1980,Fire,0
MS,1980,Hurricane,0
MS,1980,Tornado,0
AL,1980,Flood,0
AL,1980,Severe Storm,1
AL,1980,Fire,0
AL,1980,Hurricane,0
AL,1980,Tornado,0
WI,1980,Flood,1
WI,1980,Severe Storm,0
WI,1980,Fire,1
WI,1980,Hurricane,0
WI,1980,Tornado,0
MO,1980,Flood,0
MO,1980,Severe Storm,0
MO,1980,Fire,0
MO,1980,Hurricane,0
MO,1980,Tornado,1
MI,1980,Flood,1
MI,1980,Severe Storm,0
MI,1980,Fire,0
MI,1980,Hurricane,0
MI,1980,Tornado,1
NE,1980,Flood,0
NE,1980,Severe Storm,0
NE,1980,Fire,0
NE,1980,Hurricane,0
NE,1980,Tornado,1
PA,1980,Flood,1
PA,1980,Severe Storm,0
PA,1980,Fire,0
PA,1980,Hurricane,0
PA,1980,Tornado,1
CO,1980,Flood,0
CO,1980,Severe Storm,0
CO,1980,Fire,1
CO,1980,Hurricane,0
CO,1980,Tornado,0
TX,1980,Flood,1
TX,1980,Severe Storm,0
TX,1980,Fire,0
TX,1980,Hurricane,1
TX,1980,Tornado,0
WV,1980,Flood,1
WV,1980,Severe Storm,0
WV,1980,Fire,0
WV,1980,Hurricane,0
WV,1980,Tornado,0
OH,1980,Flood,1
OH,1980,Severe Storm,0
OH,1980,Fire,0
OH,1980,Hurricane,0
OH,1980,Tornado,0
CA,1981,Flood,1
CA,1981,Severe Storm,0
CA,1981,Fire,1
CA,1981,Hurricane,0
CA,1981,Tornado,0
AL,1981,Flood,1
AL,1981,Severe Storm,1
AL,1981,Fire,0
AL,1981,Hurricane,0
AL,1981,Tornado,0
MT,1981,Flood,1
MT,1981,Severe Storm,0
MT,1981,Fire,0
MT,1981,Hurricane,0
MT,1981,Tornado,0
PA,1981,Flood,1
PA,1981,Severe Storm,0
PA,1981,Fire,0
PA,1981,Hurricane,0
PA,1981,Tornado,0
IL,1981,Flood,0
IL,1981,Severe Storm,1
IL,1981,Fire,0
IL,1981,Hurricane,0
IL,1981,Tornado,0
OH,1981,Flood,0
OH,1981,Severe Storm,1
OH,1981,Fire,0
OH,1981,Hurricane,0
OH,1981,Tornado,0
KS,1981,Flood,0
KS,1981,Severe Storm,1
KS,1981,Fire,0
KS,1981,Hurricane,0
KS,1981,Tornado,0
OR,1981,Flood,0
OR,1981,Severe Storm,0
OR,1981,Fire,1
OR,1981,Hurricane,0
OR,1981,Tornado,0
NV,1981,Flood,1
NV,1981,Severe Storm,0
NV,1981,Fire,1
NV,1981,Hurricane,0
NV,1981,Tornado,0
TX,1981,Flood,1
TX,1981,Severe Storm,0
TX,1981,Fire,0
TX,1981,Hurricane,0
TX,1981,Tornado,0
TX,1982,Flood,1
TX,1982,Severe Storm,0
TX,1982,Fire,0
TX,1982,Hurricane,0
TX,1982,Tornado,1
OK,1982,Flood,1
OK,1982,Severe Storm,0
OK,1982,Fire,0
OK,1982,Hurricane,0
OK,1982,Tornado,0
MA,1982,Flood,0
MA,1982,Severe Storm,0
MA,1982,Fire,1
MA,1982,Hurricane,0
MA,1982,Tornado,0
CA,1982,Flood,1
CA,1982,Severe Storm,0
CA,1982,Fire,1
CA,1982,Hurricane,0
CA,1982,Tornado,0
IN,1982,Flood,1
IN,1982,Severe Storm,0
IN,1982,Fire,0
IN,1982,Hurricane,0
IN,1982,Tornado,0
OH,1982,Flood,1
OH,1982,Severe Storm,0
OH,1982,Fire,0
OH,1982,Hurricane,0
OH,1982,Tornado,0
MI,1982,Flood,1
MI,1982,Severe Storm,0
MI,1982,Fire,0
MI,1982,Hurricane,0
MI,1982,Tornado,0
MS,1982,Flood,0
MS,1982,Severe Storm,0
MS,1982,Fire,0
MS,1982,Hurricane,0
MS,1982,Tornado,1
HI,1982,Flood,1
HI,1982,Severe Storm,0
HI,1982,Fire,0
HI,1982,Hurricane,0
HI,1982,Tornado,0
AR,1982,Flood,0
AR,1982,Severe Storm,0
AR,1982,Fire,0
AR,1982,Hurricane,0
AR,1982,Tornado,1
ND,1982,Flood,1
ND,1982,Severe Storm,0
ND,1982,Fire,0
ND,1982,Hurricane,0
ND,1982,Tornado,0
IL,1982,Flood,0
IL,1982,Severe Storm,0
IL,1982,Fire,0
IL,1982,Hurricane,0
IL,1982,Tornado,1
CT,1982,Flood,1
CT,1982,Severe Storm,0
CT,1982,Fire,0
CT,1982,Hurricane,0
CT,1982,Tornado,0
KS,1982,Flood,1
KS,1982,Severe Storm,0
KS,1982,Fire,0
KS,1982,Hurricane,0
KS,1982,Tornado,0
FL,1982,Flood,1
FL,1982,Severe Storm,0
FL,1982,Fire,0
FL,1982,Hurricane,0
FL,1982,Tornado,0
CO,1982,Flood,1
CO,1982,Severe Storm,0
CO,1982,Fire,0
CO,1982,Hurricane,0
CO,1982,Tornado,0
WA,1982,Flood,1
WA,1982,Severe Storm,0
WA,1982,Fire,0
WA,1982,Hurricane,0
WA,1982,Tornado,0
TN,1982,Flood,1
TN,1982,Severe Storm,0
TN,1982,Fire,0
TN,1982,Hurricane,0
TN,1982,Tornado,0
MO,1982,Flood,1
MO,1982,Severe Storm,0
MO,1982,Fire,0
MO,1982,Hurricane,0
MO,1982,Tornado,0
KY,1982,Flood,1
KY,1982,Severe Storm,0
KY,1982,Fire,0
KY,1982,Hurricane,0
KY,1982,Tornado,0
MO,1983,Flood,1
MO,1983,Severe Storm,0
MO,1983,Fire,0
MO,1983,Hurricane,0
MO,1983,Tornado,0
IL,1983,Flood,0
IL,1983,Severe Storm,1
IL,1983,Fire,0
IL,1983,Hurricane,0
IL,1983,Tornado,0
AR,1983,Flood,1
AR,1983,Severe Storm,1
AR,1983,Fire,0
AR,1983,Hurricane,0
AR,1983,Tornado,0
LA,1983,Flood,1
LA,1983,Severe Storm,0
LA,1983,Fire,0
LA,1983,Hurricane,0
LA,1983,Tornado,0
WA,1983,Flood,1
WA,1983,Severe Storm,0
WA,1983,Fire,0
WA,1983,Hurricane,0
WA,1983,Tornado,0
HI,1983,Flood,0
HI,1983,Severe Storm,0
HI,1983,Fire,1
HI,1983,Hurricane,0
HI,1983,Tornado,0
MS,1983,Flood,0
MS,1983,Severe Storm,1
MS,1983,Fire,0
MS,1983,Hurricane,0
MS,1983,Tornado,0
UT,1983,Flood,1
UT,1983,Severe Storm,0
UT,1983,Fire,0
UT,1983,Hurricane,0
UT,1983,Tornado,0
OK,1983,Flood,1
OK,1983,Severe Storm,0
OK,1983,Fire,0
OK,1983,Hurricane,0
OK,1983,Tornado,0
CA,1983,Flood,1
CA,1983,Severe Storm,0
CA,1983,Fire,0
CA,1983,Hurricane,0
CA,1983,Tornado,0
AZ,1983,Flood,1
AZ,1983,Severe Storm,0
AZ,1983,Fire,0
AZ,1983,Hurricane,0
AZ,1983,Tornado,0
NV,1983,Flood,0
NV,1983,Severe Storm,0
NV,1983,Fire,1
NV,1983,Hurricane,0
NV,1983,Tornado,0
TX,1983,Flood,0
TX,1983,Severe Storm,0
TX,1983,Fire,0
TX,1983,Hurricane,1
TX,1983,Tornado,0
AZ,1984,Flood,1
AZ,1984,Severe Storm,0
AZ,1984,Fire,0
AZ,1984,Hurricane,0
AZ,1984,Tornado,0
NM,1984,Flood,1
NM,1984,Severe Storm,0
NM,1984,Fire,0
NM,1984,Hurricane,0
NM,1984,Tornado,0
OK,1984,Flood,1
OK,1984,Severe Storm,0
OK,1984,Fire,0
OK,1984,Hurricane,0
OK,1984,Tornado,1
AL,1984,Flood,0
AL,1984,Severe Storm,1
AL,1984,Fire,0
AL,1984,Hurricane,0
AL,1984,Tornado,1
MS,1984,Flood,1
MS,1984,Severe Storm,0
MS,1984,Fire,0
MS,1984,Hurricane,0
MS,1984,Tornado,1
SC,1984,Flood,0
SC,1984,Severe Storm,0
SC,1984,Fire,0
SC,1984,Hurricane,0
SC,1984,Tornado,1
NC,1984,Flood,0
NC,1984,Severe Storm,0
NC,1984,Fire,0
NC,1984,Hurricane,1
NC,1984,Tornado,1
NJ,1984,Flood,1
NJ,1984,Severe Storm,0
NJ,1984,Fire,0
NJ,1984,Hurricane,0
NJ,1984,Tornado,0
NY,1984,Flood,1
NY,1984,Severe Storm,0
NY,1984,Fire,0
NY,1984,Hurricane,0
NY,1984,Tornado,0
GA,1984,Flood,0
GA,1984,Severe Storm,0
GA,1984,Fire,0
GA,1984,Hurricane,0
GA,1984,Tornado,1
LA,1984,Flood,0
LA,1984,Severe Storm,0
LA,1984,Fire,0
LA,1984,Hurricane,0
LA,1984,Tornado,1
WV,1984,Flood,1
WV,1984,Severe Storm,0
WV,1984,Fire,0
WV,1984,Hurricane,0
WV,1984,Tornado,0
KY,1984,Flood,0
KY,1984,Severe Storm,1
KY,1984,Fire,0
KY,1984,Hurricane,0
KY,1984,Tornado,0
VA,1984,Flood,1
VA,1984,Severe Storm,0
VA,1984,Fire,0
VA,1984,Hurricane,0
VA,1984,Tornado,0
TN,1984,Flood,1
TN,1984,Severe Storm,0
TN,1984,Fire,0
TN,1984,Hurricane,0
TN,1984,Tornado,0
WI,1984,Flood,1
WI,1984,Severe Storm,0
WI,1984,Fire,0
WI,1984,Hurricane,0
WI,1984,Tornado,1
VT,1984,Flood,1
VT,1984,Severe Storm,0
VT,1984,Fire,0
VT,1984,Hurricane,0
VT,1984,Tornado,0
CT,1984,Flood,1
CT,1984,Severe Storm,0
CT,1984,Fire,0
CT,1984,Hurricane,0
CT,1984,Tornado,0
MO,1984,Flood,1
MO,1984,Severe Storm,0
MO,1984,Fire,0
MO,1984,Hurricane,0
MO,1984,Tornado,0
KS,1984,Flood,0
KS,1984,Severe Storm,1
KS,1984,Fire,0
KS,1984,Hurricane,0
KS,1984,Tornado,0
IA,1984,Flood,0
IA,1984,Severe Storm,1
IA,1984,Fire,0
IA,1984,Hurricane,0
IA,1984,Tornado,0
NE,1984,Flood,0
NE,1984,Severe Storm,0
NE,1984,Fire,0
NE,1984,Hurricane,0
NE,1984,Tornado,1
SD,1984,Flood,1
SD,1984,Severe Storm,0
SD,1984,Fire,0
SD,1984,Hurricane,0
SD,1984,Tornado,0
CO,1984,Flood,1
CO,1984,Severe Storm,0
CO,1984,Fire,0
CO,1984,Hurricane,0
CO,1984,Tornado,0
UT,1984,Flood,1
UT,1984,Severe Storm,0
UT,1984,Fire,0
UT,1984,Hurricane,0
UT,1984,Tornado,0
MT,1984,Flood,0
MT,1984,Severe Storm,0
MT,1984,Fire,1
MT,1984,Hurricane,0
MT,1984,Tornado,0
OR,1984,Flood,0
OR,1984,Severe Storm,0
OR,1984,Fire,1
OR,1984,Hurricane,0
OR,1984,Tornado,0
PA,1984,Flood,1
PA,1984,Severe Storm,0
PA,1984,Fire,0
PA,1984,Hurricane,0
PA,1984,Tornado,0
NV,1984,Flood,1
NV,1984,Severe Storm,0
NV,1984,Fire,0
NV,1984,Hurricane,0
NV,1984,Tornado,0
TX,1985,Flood,1
TX,1985,Severe Storm,0
TX,1985,Fire,0
TX,1985,Hurricane,0
TX,1985,Tornado,0
LA,1985,Flood,1
LA,1985,Severe Storm,0
LA,1985,Fire,0
LA,1985,Hurricane,0
LA,1985,Tornado,0
AZ,1985,Flood,0
AZ,1985,Severe Storm,1
AZ,1985,Fire,0
AZ,1985,Hurricane,0
AZ,1985,Tornado,0
NM,1985,Flood,1
NM,1985,Severe Storm,0
NM,1985,Fire,0
NM,1985,Hurricane,0
NM,1985,Tornado,0
NY,1985,Flood,1
NY,1985,Severe Storm,0
NY,1985,Fire,0
NY,1985,Hurricane,0
NY,1985,Tornado,0
IL,1985,Flood,1
IL,1985,Severe Storm,0
IL,1985,Fire,0
IL,1985,Hurricane,0
IL,1985,Tornado,0
FL,1985,Flood,0
FL,1985,Severe Storm,0
FL,1985,Fire,1
FL,1985,Hurricane,1
FL,1985,Tornado,0
OH,1985,Flood,0
OH,1985,Severe Storm,0
OH,1985,Fire,0
OH,1985,Hurricane,0
OH,1985,Tornado,1
PA,1985,Flood,0
PA,1985,Severe Storm,0
PA,1985,Fire,0
PA,1985,Hurricane,0
PA,1985,Tornado,1
CA,1985,Flood,0
CA,1985,Severe Storm,0
CA,1985,Fire,1
CA,1985,Hurricane,0
CA,1985,Tornado,0
SD,1985,Flood,0
SD,1985,Severe Storm,0
SD,1985,Fire,1
SD,1985,Hurricane,0
SD,1985,Tornado,0
WY,1985,Flood,1
WY,1985,Severe Storm,0
WY,1985,Fire,0
WY,1985,Hurricane,0
WY,1985,Tornado,0
WA,1985,Flood,0
WA,1985,Severe Storm,0
WA,1985,Fire,1
WA,1985,Hurricane,0
WA,1985,Tornado,0
MS,1985,Flood,0
MS,1985,Severe Storm,0
MS,1985,Fire,0
MS,1985,Hurricane,1
MS,1985,Tornado,0
AL,1985,Flood,0
AL,1985,Severe Storm,0
AL,1985,Fire,0
AL,1985,Hurricane,1
AL,1985,Tornado,0
MI,1985,Flood,1
MI,1985,Severe Storm,0
MI,1985,Fire,0
MI,1985,Hurricane,0
MI,1985,Tornado,0
PA,1986,Flood,1
PA,1986,Severe Storm,0
PA,1986,Fire,0
PA,1986,Hurricane,1
PA,1986,Tornado,0
CT,1986,Flood,0
CT,1986,Severe Storm,0
CT,1986,Fire,0
CT,1986,Hurricane,1
CT,1986,Tornado,0
NJ,1986,Flood,0
NJ,1986,Severe Storm,0
NJ,1986,Fire,0
NJ,1986,Hurricane,1
NJ,1986,Tornado,0
RI,1986,Flood,0
RI,1986,Severe Storm,0
RI,1986,Fire,0
RI,1986,Hurricane,1
RI,1986,Tornado,0
NY,1986,Flood,0
NY,1986,Severe Storm,0
NY,1986,Fire,0
NY,1986,Hurricane,1
NY,1986,Tornado,0
MA,1986,Flood,0
MA,1986,Severe Storm,0
MA,1986,Fire,0
MA,1986,Hurricane,1
MA,1986,Tornado,0
LA,1986,Flood,0
LA,1986,Severe Storm,0
LA,1986,Fire,0
LA,1986,Hurricane,1
LA,1986,Tornado,0
WV,1986,Flood,1
WV,1986,Severe Storm,0
WV,1986,Fire,0
WV,1986,Hurricane,0
WV,1986,Tornado,0
VA,1986,Flood,1
VA,1986,Severe Storm,0
VA,1986,Fire,0
VA,1986,Hurricane,0
VA,1986,Tornado,0
FL,1986,Flood,0
FL,1986,Severe Storm,0
FL,1986,Fire,0
FL,1986,Hurricane,1
FL,1986,Tornado,0
WA,1986,Flood,1
WA,1986,Severe Storm,0
WA,1986,Fire,0
WA,1986,Hurricane,0
WA,1986,Tornado,0
CA,1986,Flood,1
CA,1986,Severe Storm,0
CA,1986,Fire,0
CA,1986,Hurricane,0
CA,1986,Tornado,0
NV,1986,Flood,1
NV,1986,Severe Storm,0
NV,1986,Fire,0
NV,1986,Hurricane,0
NV,1986,Tornado,0
UT,1986,Flood,1
UT,1986,Severe Storm,0
UT,1986,Fire,0
UT,1986,Hurricane,0
UT,1986,Tornado,0
MT,1986,Flood,1
MT,1986,Severe Storm,0
MT,1986,Fire,0
MT,1986,Hurricane,0
MT,1986,Tornado,0
TX,1986,Flood,0
TX,1986,Severe Storm,0
TX,1986,Fire,0
TX,1986,Hurricane,0
TX,1986,Tornado,1
SD,1986,Flood,1
SD,1986,Severe Storm,0
SD,1986,Fire,0
SD,1986,Hurricane,0
SD,1986,Tornado,0
NC,1986,Flood,0
NC,1986,Severe Storm,0
NC,1986,Fire,1
NC,1986,Hurricane,0
NC,1986,Tornado,0
IN,1986,Flood,0
IN,1986,Severe Storm,0
IN,1986,Fire,0
IN,1986,Hurricane,0
IN,1986,Tornado,1
WI,1986,Flood,1
WI,1986,Severe Storm,0
WI,1986,Fire,0
WI,1986,Hurricane,0
WI,1986,Tornado,0
NH,1986,Flood,1
NH,1986,Severe Storm,0
NH,1986,Fire,0
NH,1986,Hurricane,0
NH,1986,Tornado,0
MD,1986,Flood,1
MD,1986,Severe Storm,0
MD,1986,Fire,0
MD,1986,Hurricane,0
MD,1986,Tornado,0
MI,1986,Flood,1
MI,1986,Severe Storm,0
MI,1986,Fire,0
MI,1986,Hurricane,0
MI,1986,Tornado,0
IL,1987,Flood,1
IL,1987,Severe Storm,0
IL,1987,Fire,0
IL,1987,Hurricane,0
IL,1987,Tornado,0
WI,1987,Flood,1
WI,1987,Severe Storm,0
WI,1987,Fire,0
WI,1987,Hurricane,0
WI,1987,Tornado,0
MO,1987,Flood,1
MO,1987,Severe Storm,0
MO,1987,Fire,0
MO,1987,Hurricane,0
MO,1987,Tornado,0
OK,1987,Flood,1
OK,1987,Severe Storm,0
OK,1987,Fire,0
OK,1987,Hurricane,0
OK,1987,Tornado,0
MT,1987,Flood,1
MT,1987,Severe Storm,0
MT,1987,Fire,0
MT,1987,Hurricane,0
MT,1987,Tornado,0
KS,1987,Flood,1
KS,1987,Severe Storm,0
KS,1987,Fire,0
KS,1987,Hurricane,0
KS,1987,Tornado,0
AK,1987,Flood,1
AK,1987,Severe Storm,0
AK,1987,Fire,0
AK,1987,Hurricane,0
AK,1987,Tornado,0
WA,1987,Flood,1
WA,1987,Severe Storm,0
WA,1987,Fire,0
WA,1987,Hurricane,0
WA,1987,Tornado,0
MS,1987,Flood,0
MS,1987,Severe Storm,1
MS,1987,Fire,0
MS,1987,Hurricane,0
MS,1987,Tornado,0
ME,1987,Flood,1
ME,1987,Severe Storm,0
ME,1987,Fire,0
ME,1987,Hurricane,0
ME,1987,Tornado,0
NH,1987,Flood,1
NH,1987,Severe Storm,0
NH,1987,Fire,0
NH,1987,Hurricane,0
NH,1987,Tornado,0
MA,1987,Flood,1
MA,1987,Severe Storm,0
MA,1987,Fire,0
MA,1987,Hurricane,0
MA,1987,Tornado,0
NY,1987,Flood,1
NY,1987,Severe Storm,0
NY,1987,Fire,0
NY,1987,Hurricane,0
NY,1987,Tornado,0
TX,1987,Flood,0
TX,1987,Severe Storm,0
TX,1987,Fire,0
TX,1987,Hurricane,0
TX,1987,Tornado,1
OR,1987,Flood,0
OR,1987,Severe Storm,0
OR,1987,Fire,1
OR,1987,Hurricane,0
OR,1987,Tornado,0
OH,1987,Flood,1
OH,1987,Severe Storm,0
OH,1987,Fire,0
OH,1987,Hurricane,0
OH,1987,Tornado,0
IA,1987,Flood,1
IA,1987,Severe Storm,0
IA,1987,Fire,0
IA,1987,Hurricane,0
IA,1987,Tornado,0
SD,1987,Flood,0
SD,1987,Severe Storm,0
SD,1987,Fire,1
SD,1987,Hurricane,0
SD,1987,Tornado,0
MN,1987,Flood,0
MN,1987,Severe Storm,1
MN,1987,Fire,0
MN,1987,Hurricane,0
MN,1987,Tornado,0
CA,1987,Flood,0
CA,1987,Severe Storm,0
CA,1987,Fire,1
CA,1987,Hurricane,0
CA,1987,Tornado,0
OR,1988,Flood,0
OR,1988,Severe Storm,0
OR,1988,Fire,1
OR,1988,Hurricane,0
OR,1988,Tornado,0
TX,1988,Flood,0
TX,1988,Severe Storm,0
TX,1988,Fire,1
TX,1988,Hurricane,0
TX,1988,Tornado,1
LA,1988,Flood,0
LA,1988,Severe Storm,0
LA,1988,Fire,0
LA,1988,Hurricane,0
LA,1988,Tornado,1
AR,1988,Flood,1
AR,1988,Severe Storm,0
AR,1988,Fire,0
AR,1988,Hurricane,0
AR,1988,Tornado,1
HI,1988,Flood,1
HI,1988,Severe Storm,0
HI,1988,Fire,0
HI,1988,Hurricane,0
HI,1988,Tornado,0
CA,1988,Flood,1
CA,1988,Severe Storm,0
CA,1988,Fire,1
CA,1988,Hurricane,0
CA,1988,Tornado,0
AK,1988,Flood,0
AK,1988,Severe Storm,0
AK,1988,Fire,1
AK,1988,Hurricane,0
AK,1988,Tornado,0
SD,1988,Flood,0
SD,1988,Severe Storm,0
SD,1988,Fire,1
SD,1988,Hurricane,0
SD,1988,Tornado,0
IA,1988,Flood,0
IA,1988,Severe Storm,0
IA,1988,Fire,0
IA,1988,Hurricane,0
IA,1988,Tornado,1
WA,1988,Flood,0
WA,1988,Severe Storm,0
WA,1988,Fire,1
WA,1988,Hurricane,0
WA,1988,Tornado,0
TX,1989,Flood,1
TX,1989,Severe Storm,1
TX,1989,Fire,0
TX,1989,Hurricane,1
TX,1989,Tornado,0
AR,1989,Flood,0
AR,1989,Severe Storm,0
AR,1989,Fire,0
AR,1989,Hurricane,0
AR,1989,Tornado,1
NC,1989,Flood,0
NC,1989,Severe Storm,0
NC,1989,Fire,0
NC,1989,Hurricane,1
NC,1989,Tornado,1
IL,1989,Flood,0
IL,1989,Severe Storm,0
IL,1989,Fire,0
IL,1989,Hurricane,0
IL,1989,Tornado,1
UT,1989,Flood,1
UT,1989,Severe Storm,0
UT,1989,Fire,0
UT,1989,Hurricane,0
UT,1989,Tornado,0
KY,1989,Flood,1
KY,1989,Severe Storm,0
KY,1989,Fire,0
KY,1989,Hurricane,0
KY,1989,Tornado,0
WA,1989,Flood,1
WA,1989,Severe Storm,0
WA,1989,Fire,0
WA,1989,Hurricane,0
WA,1989,Tornado,0
ND,1989,Flood,1
ND,1989,Severe Storm,0
ND,1989,Fire,0
ND,1989,Hurricane,0
ND,1989,Tornado,0
MN,1989,Flood,1
MN,1989,Severe Storm,0
MN,1989,Fire,0
MN,1989,Hurricane,0
MN,1989,Tornado,0
LA,1989,Flood,1
LA,1989,Severe Storm,0
LA,1989,Fire,0
LA,1989,Hurricane,0
LA,1989,Tornado,1
ME,1989,Flood,1
ME,1989,Severe Storm,0
ME,1989,Fire,0
ME,1989,Hurricane,0
ME,1989,Tornado,0
AK,1989,Flood,1
AK,1989,Severe Storm,0
AK,1989,Fire,0
AK,1989,Hurricane,0
AK,1989,Tornado,0
OH,1989,Flood,1
OH,1989,Severe Storm,0
OH,1989,Fire,0
OH,1989,Hurricane,0
OH,1989,Tornado,0
CO,1989,Flood,0
CO,1989,Severe Storm,0
CO,1989,Fire,1
CO,1989,Hurricane,0
CO,1989,Tornado,0
CT,1989,Flood,0
CT,1989,Severe Storm,0
CT,1989,Fire,0
CT,1989,Hurricane,0
CT,1989,Tornado,1
MD,1989,Flood,0
MD,1989,Severe Storm,1
MD,1989,Fire,0
MD,1989,Hurricane,0
MD,1989,Tornado,0
VT,1989,Flood,1
VT,1989,Severe Storm,0
VT,1989,Fire,0
VT,1989,Hurricane,0
VT,1989,Tornado,0
SC,1989,Flood,0
SC,1989,Severe Storm,0
SC,1989,Fire,0
SC,1989,Hurricane,1
SC,1989,Tornado,0
KY,1990,Flood,1
KY,1990,Severe Storm,0
KY,1990,Fire,0
KY,1990,Hurricane,0
KY,1990,Tornado,0
VA,1990,Flood,1
VA,1990,Severe Storm,0
VA,1990,Fire,0
VA,1990,Hurricane,0
VA,1990,Tornado,0
AL,1990,Flood,0
AL,1990,Severe Storm,1
AL,1990,Fire,0
AL,1990,Hurricane,0
AL,1990,Tornado,1
LA,1990,Flood,1
LA,1990,Severe Storm,0
LA,1990,Fire,0
LA,1990,Hurricane,0
LA,1990,Tornado,0
WA,1990,Flood,1
WA,1990,Severe Storm,0
WA,1990,Fire,0
